0.000000000000000000e+00,-2.460150046441977600e-01,2.315425366811510788e+00,nan,nan,nan,nan,nan
1.000000000000000056e-01,-2.437254651857048704e-01,2.280702704580610529e+00,nan,nan,nan,nan,nan
2.000000000000000111e-01,-2.412975705135935456e-01,2.245727278706583174e+00,nan,nan,nan,nan,nan
3.000000000000000444e-01,-2.387326988666363670e-01,2.210515008530812953e+00,nan,nan,nan,nan,nan
4.000000000000000222e-01,-2.360323062410886463e-01,2.175081921196239332e+00,nan,nan,nan,nan,nan
5.000000000000000000e-01,-2.331979255641653259e-01,2.139444144352476762e+00,-4.391385634590991849e+00,1.923775273691147092e+00,nan,nan,nan
6.000000000000000888e-01,-2.302311658238470060e-01,2.103617898815186571e+00,nan,nan,nan,nan,nan
7.000000000000000666e-01,-2.271337111555082056e-01,2.067619491183043223e+00,nan,nan,nan,nan,nan
8.000000000000000444e-01,-2.239073198858876346e-01,2.031465306415660699e+00,nan,nan,nan,nan,nan
9.000000000000000222e-01,-2.205538235349414899e-01,1.995171800375845850e+00,nan,nan,nan,nan,nan
1.000000000000000000e+00,-2.170751257761477648e-01,1.958755492339583792e+00,-2.057113871209709011e+00,1.389078661454855368e+00,nan,nan,nan
1.100000000000000089e+00,-2.134732013558514330e-01,1.922232957477157278e+00,nan,nan,nan,nan,nan
1.200000000000000178e+00,-2.097500949722632957e-01,1.885620819308829743e+00,nan,nan,nan,nan,nan
1.300000000000000044e+00,-2.059079201147499816e-01,1.848935742138515526e+00,nan,nan,nan,nan,nan
1.400000000000000133e+00,-2.019488578640727672e-01,1.812194423468892923e+00,-1.851550514791911128e+00,-1.616899249221259716e-01,nan,nan,nan
1.500000000000000000e+00,-1.978751556542574785e-01,1.775413586401403343e+00,nan,nan,nan,nan,nan
1.600000000000000089e+00,-1.936891259967976064e-01,1.738609972024597772e+00,nan,nan,nan,nan,nan
1.700000000000000178e+00,-1.893931451679143063e-01,1.701800331794300458e+00,nan,nan,nan,nan,nan
1.800000000000000044e+00,-1.849896518596206019e-01,1.665001419909050595e+00,nan,nan,nan,nan,nan
1.900000000000000133e+00,-1.804811457953527654e-01,1.628229985684295666e+00,-1.491569447983141838e+00,1.859680028201649460e+00,nan,nan,nan
2.000000000000000000e+00,-1.758701863109566055e-01,1.591502765928809460e+00,nan,nan,nan,nan,nan
