0.000000000000000000e+00,-5.414843543631955303e-01,5.240425616332490266e-01,1.683621011161744674e+00,2.647449098901869746e+00,nan,nan,nan
1.000000000000000056e-01,-5.428580422727282695e-01,5.301123915329126746e-01,nan,nan,nan,nan,nan
2.000000000000000111e-01,-5.441164265952854739e-01,5.362132526323449833e-01,nan,nan,nan,nan,nan
3.000000000000000444e-01,-5.452592400487881186e-01,5.423450552372213185e-01,nan,nan,nan,nan,nan
4.000000000000000222e-01,-5.462862398985243173e-01,5.485077091983143749e-01,nan,nan,nan,nan,nan
5.000000000000000000e-01,-5.471972080087067480e-01,5.547011239128273319e-01,nan,nan,nan,nan,nan
6.000000000000000888e-01,-5.479919508888045909e-01,5.609252083257167953e-01,nan,nan,nan,nan,nan
7.000000000000000666e-01,-5.486702997346413202e-01,5.671798709310406084e-01,nan,nan,nan,nan,nan
8.000000000000000444e-01,-5.492321104642486906e-01,5.734650197732947818e-01,nan,nan,nan,nan,nan
9.000000000000000222e-01,-5.496772637484704793e-01,5.797805624487726295e-01,nan,nan,nan,nan,nan
1.000000000000000000e+00,-5.500056650363069899e-01,5.861264061069166864e-01,nan,nan,nan,nan,nan
1.100000000000000089e+00,-5.502172445749988761e-01,5.925024574516907228e-01,nan,nan,nan,nan,nan
1.200000000000000178e+00,-5.503119574248419577e-01,5.989086227429444298e-01,3.857255669923307373e+00,4.008584337308644940e+00,nan,nan,nan
1.300000000000000044e+00,-5.502897834687330292e-01,6.053448077977976460e-01,nan,nan,nan,nan,nan
1.400000000000000133e+00,-5.501507274164424421e-01,6.118109179920198093e-01,3.759305755416789907e+00,2.846381403023994672e+00,nan,nan,nan
1.500000000000000000e+00,-5.498948188036136830e-01,6.183068582614259512e-01,nan,nan,nan,nan,nan
1.600000000000000089e+00,-5.495221119854900582e-01,6.248325331032691388e-01,nan,nan,nan,nan,nan
1.700000000000000178e+00,-5.490326861253697066e-01,6.313878465776510129e-01,nan,nan,nan,nan,nan
1.800000000000000044e+00,-5.484266451777911611e-01,6.379727023089245552e-01,nan,nan,nan,nan,nan
1.900000000000000133e+00,-5.477041178664528998e-01,6.445870034871186149e-01,nan,nan,nan,nan,nan
2.000000000000000000e+00,-5.468652576568733270e-01,6.512306528693552199e-01,nan,nan,nan,nan,nan
2.100000000000000089e+00,-5.459102427237932931e-01,6.579035527812833184e-01,nan,nan,nan,nan,nan
2.200000000000000178e+00,-5.448392759133325880e-01,6.646056051185124103e-01,nan,nan,nan,nan,nan
2.300000000000000266e+00,-5.436525846999046285e-01,6.713367113480545045e-01,nan,nan,nan,nan,nan
2.400000000000000355e+00,-5.423504211379009954e-01,6.780967725097762910e-01,4.401758316267076587e+00,2.096814221704576209e+00,nan,nan,nan
2.500000000000000000e+00,-5.409330618081547026e-01,6.848856892178489808e-01,3.831309222284064120e+00,8.615842543374307994e-01,nan,nan,nan
2.600000000000000089e+00,-5.394008077591940786e-01,6.917033616622144665e-01,nan,nan,nan,nan,nan
