0.000000000000000000e+00,1.089325506068609672e-01,3.835882947910516538e+00,nan,nan,nan,nan,nan
1.000000000000000056e-01,1.091545038137558821e-01,3.797148731809514288e+00,nan,nan,nan,nan,nan
2.000000000000000111e-01,1.093760935674328444e-01,3.757942965676981828e+00,nan,nan,nan,nan,nan
3.000000000000000444e-01,1.095973191300612382e-01,3.718279516917050387e+00,nan,nan,nan,nan,nan
4.000000000000000222e-01,1.098181797650234631e-01,3.678172414819989022e+00,nan,nan,nan,nan,nan
5.000000000000000000e-01,1.100386747369168777e-01,3.637635845599924256e+00,nan,nan,nan,nan,nan
6.000000000000000888e-01,1.102588033115565330e-01,3.596684147377062768e+00,nan,nan,nan,nan,nan
7.000000000000000666e-01,1.104785647559771294e-01,3.555331805106173526e+00,nan,nan,nan,nan,nan
8.000000000000000444e-01,1.106979583384361532e-01,3.513593445453145225e+00,8.123377067438640964e+00,4.003342350973924546e+00,nan,nan,nan
9.000000000000000222e-01,1.109169833284158191e-01,3.471483831621411831e+00,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.111356389966258185e-01,3.429017858130082530e+00,9.216489733238640625e+00,7.164715027539186210e+00,nan,nan,nan
1.100000000000000089e+00,1.113539246150051926e-01,3.386210545545629724e+00,8.288294744546071513e+00,7.122402795867521341e+00,nan,nan,nan
1.200000000000000178e+00,1.115718394567254967e-01,3.343077035168990019e+00,1.019792491515817368e+01,1.020464509654698482e+01,nan,nan,nan
1.300000000000000044e+00,1.117893827961928543e-01,3.299632583679959819e+00,nan,nan,nan,nan,nan
1.400000000000000133e+00,1.120065539090501078e-01,3.255892557740782678e+00,nan,nan,nan,nan,nan
1.500000000000000000e+00,1.122233520721797467e-01,3.211872428560831327e+00,nan,nan,nan,nan,nan
1.600000000000000089e+00,1.124397765637060453e-01,3.167587766424315721e+00,nan,nan,nan,nan,nan
1.700000000000000178e+00,1.126558266629975463e-01,3.123054235182941341e+00,9.016759761089975456e+00,1.245891577558533392e+01,nan,nan,nan
1.800000000000000044e+00,1.128715016506691288e-01,3.078287586715478419e+00,nan,nan,nan,nan,nan
1.900000000000000133e+00,1.130868008085850196e-01,3.033303655356189843e+00,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.133017234198607920e-01,2.988118352294096169e+00,nan,nan,nan,nan,nan
2.100000000000000089e+00,1.135162687688655303e-01,2.942747659945057048e+00,nan,nan,nan,nan,nan
2.200000000000000178e+00,1.137304361412248277e-01,2.897207626298659466e+00,nan,nan,nan,nan,nan
2.300000000000000266e+00,1.139442248238227012e-01,2.851514359241906771e+00,nan,nan,nan,nan,nan
2.400000000000000355e+00,1.141576341048041870e-01,2.805684020861730854e+00,nan,nan,nan,nan,nan
2.500000000000000000e+00,1.143706632735773526e-01,2.759732821728325014e+00,7.086302811752679176e+00,1.596501310148593511e+01,nan,nan,nan
2.600000000000000089e+00,1.145833116208162111e-01,2.713677015161330086e+00,nan,nan,nan,nan,nan
2.700000000000000178e+00,1.147955784384626921e-01,2.667532891480905111e+00,4.511980056473196221e+00,1.775502485812863540e+01,nan,nan,nan
2.800000000000000266e+00,1.150074630197292086e-01,2.621316772245702698e+00,nan,nan,nan,nan,nan
2.900000000000000355e+00,1.152189646591006700e-01,2.575045004479798116e+00,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.154300826523372708e-01,2.528733954890614477e+00,2.936735831972312916e+00,1.736681855964874899e+01,nan,nan,nan
3.100000000000000089e+00,1.156408162964767117e-01,2.482400004079878819e+00,nan,nan,nan,nan,nan
3.200000000000000178e+00,1.158511648898361696e-01,2.436059540749672347e+00,nan,nan,nan,nan,nan
3.300000000000000266e+00,1.160611277320151707e-01,2.389728955905606522e+00,1.435137670741347238e+00,1.475839326273686147e+01,nan,nan,nan
3.400000000000000355e+00,1.162707041238976585e-01,2.343424637059191351e+00,nan,nan,nan,nan,nan
3.500000000000000000e+00,1.164798933676543663e-01,2.297162962431436473e+00,nan,nan,nan,nan,nan
3.600000000000000089e+00,1.166886947667448993e-01,2.250960295159735836e+00,-1.587973100021712325e-01,1.595247098170604971e+01,nan,nan,nan
3.700000000000000178e+00,1.168971076259204683e-01,2.204832977510096548e+00,nan,nan,nan,nan,nan
3.800000000000000266e+00,1.171051312512260412e-01,2.158797325096737385e+00,nan,nan,nan,nan,nan
3.900000000000000355e+00,1.173127649500026320e-01,2.112869621111125529e+00,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.175200080308893003e-01,2.067066110562475689e+00,nan,nan,nan,nan,nan
4.100000000000000533e+00,1.177268598038261199e-01,2.021402994531753095e+00,-7.686077594763398579e-01,1.687216156253523280e+01,nan,nan,nan
4.200000000000000178e+00,1.179333195800560397e-01,1.975896424441222932e+00,nan,nan,nan,nan,nan
4.299999999999999822e+00,1.181393866721269642e-01,1.930562496341551970e+00,nan,nan,nan,nan,nan
4.400000000000000355e+00,1.183450603938946410e-01,1.885417245218507398e+00,nan,nan,nan,nan,nan
4.500000000000000000e+00,1.185503400605245200e-01,1.840476639321245722e+00,-8.951719695367437168e-01,1.677802265338249654e+01,nan,nan,nan
4.600000000000000533e+00,1.187552249884941818e-01,1.795756574514213888e+00,nan,nan,nan,nan,nan
4.700000000000000178e+00,1.189597144955954061e-01,1.751272868654647707e+00,nan,nan,nan,nan,nan
4.800000000000000711e+00,1.191638079009368079e-01,1.707041255997667095e+00,nan,nan,nan,nan,nan
4.900000000000000355e+00,1.193675045249458916e-01,1.663077381630938545e+00,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.195708036893711190e-01,1.619396795940877265e+00,nan,nan,nan,nan,nan
5.100000000000000533e+00,1.197737047172846292e-01,1.576014949112349184e+00,nan,nan,nan,nan,nan
5.200000000000000178e+00,1.199762069330841119e-01,1.532947185663809719e+00,nan,nan,nan,nan,nan
5.300000000000000711e+00,1.201783096624953473e-01,1.490208739019822648e+00,-3.715981070861425817e+00,1.192885675605778140e+01,nan,nan,nan
5.400000000000000355e+00,1.203800122325739408e-01,1.447814726122871321e+00,nan,nan,nan,nan,nan
5.500000000000000000e+00,1.205813139717082372e-01,1.405780142086369811e+00,nan,nan,nan,nan,nan
5.600000000000000533e+00,1.207822142096211526e-01,1.364119854890768258e+00,nan,nan,nan,nan,nan
5.700000000000000178e+00,1.209827122773725339e-01,1.322848600124625351e+00,-3.478403918353879298e+00,1.278097095220161705e+01,nan,nan,nan
5.800000000000000711e+00,1.211828075073611011e-01,1.281980975772506914e+00,nan,nan,nan,nan,nan
5.900000000000000355e+00,1.213824992333271541e-01,1.241531437051559550e+00,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.215817867903545846e-01,1.201514291298580561e+00,nan,nan,nan,nan,nan
